width,family,trace_id,candidate,baseline,cache_capacity,speculation_budget,stable_cycle_prefix,stable_service_nand_prefix,final_cycle_delta,final_service_nand_delta,final_no_worse_both,strictly_better_at_least_one,eligible_for_frozen_decision,attribution
8,SMOOTH_STRIP,smooth-near-smooth-rough,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,-1,-1,12,21456,false,false,false,GENERIC_OR_UNATTRIBUTED
8,SMOOTH_STRIP,smooth-near-smooth-rough,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,SMOOTH_STRIP,smooth-near-smooth-rough,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,56,120918,false,false,false,GENERIC_OR_UNATTRIBUTED
8,SMOOTH_STRIP,smooth-near-smooth-rough,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,480,516140,false,false,false,GENERIC_OR_UNATTRIBUTED
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,5,4380,false,false,false,GENERIC_MEMOIZATION
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,-1,-1,11,7008,false,false,false,GENERIC_CHECKPOINT
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,-1,-1,15,8760,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,10,4380,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,-1,-1,4,1752,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,-1,-1,66,48414,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,-1,-1,264,193656,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,-1,-1,5,8810,false,false,false,GENERIC_MEMOIZATION
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,-1,-1,11,14096,false,false,false,GENERIC_CHECKPOINT
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,-1,-1,18,18501,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,13,9691,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,-1,-1,7,4405,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,-1,-1,63,52849,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,-1,-1,261,214039,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,-1,-1,5,17880,false,false,false,GENERIC_MEMOIZATION
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,-1,-1,11,28608,false,false,false,GENERIC_CHECKPOINT
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,11,-1,-1,22760,false,true,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,11,-1,-6,4880,false,true,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,11,11,-12,-5848,true,true,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,29,37519,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,MULTIPLICATIVE_DAG,cold-leaves-balanced-products,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,284,275725,false,false,false,PRIME_PROPAGATION_ELIGIBLE
8,PRODUCER_FACTORED,known-prime-constructor,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,5,4380,false,false,false,GENERIC_MEMOIZATION
8,PRODUCER_FACTORED,known-prime-constructor,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,-1,-1,10,6570,false,false,false,GENERIC_CHECKPOINT
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,-1,-1,24,11388,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,19,7008,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,-1,-1,14,4818,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,-1,-1,65,48659,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,-1,-1,198,145232,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,-1,-1,5,8810,false,false,false,GENERIC_MEMOIZATION
8,PRODUCER_FACTORED,known-prime-constructor,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,-1,-1,10,13215,false,false,false,GENERIC_CHECKPOINT
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,-1,-1,28,24668,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,23,15858,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,-1,-1,18,11453,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,-1,-1,61,58592,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,-1,-1,201,169592,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,-1,-1,5,17880,false,false,false,GENERIC_MEMOIZATION
8,PRODUCER_FACTORED,known-prime-constructor,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,-1,-1,10,26820,false,false,false,GENERIC_CHECKPOINT
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,-1,-1,3,32352,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,9,-1,-2,14472,false,true,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,9,-1,-7,5532,false,true,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,114,132668,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PRODUCER_FACTORED,known-prime-constructor,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,249,268646,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,48,42048,false,false,false,GENERIC_MEMOIZATION
8,ADDITION_MUTATION,query-then-increment,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,-1,-1,98,63948,false,false,false,GENERIC_CHECKPOINT
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,-1,-1,98,63948,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,50,21900,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,-1,-1,104,91555,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,-1,-1,2176,1597214,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,-1,-1,48,84576,false,false,false,GENERIC_MEMOIZATION
8,ADDITION_MUTATION,query-then-increment,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,-1,-1,98,128626,false,false,false,GENERIC_CHECKPOINT
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,-1,-1,98,128626,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,50,44050,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,-1,-1,104,129653,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,-1,-1,2176,1779730,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,-1,-1,48,171648,false,false,false,GENERIC_MEMOIZATION
8,ADDITION_MUTATION,query-then-increment,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,-1,-1,98,261048,false,false,false,GENERIC_CHECKPOINT
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,-1,-1,98,261048,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,-1,-1,50,89400,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,104,207655,false,false,false,GENERIC_OR_UNATTRIBUTED
8,ADDITION_MUTATION,query-then-increment,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,1721,1790698,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,2,2,-2770,-1962966,true,true,false,GENERIC_MEMOIZATION
8,PHASE_SHIFT,locality-to-stream,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,2,2,-2705,-1934496,true,true,false,GENERIC_CHECKPOINT
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,2,2,-2705,-1934496,true,true,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,65,28470,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,-1,-1,619,456857,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,-1,-1,2831,2077564,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,2,2,-2770,-1877467,true,true,false,GENERIC_MEMOIZATION
8,PHASE_SHIFT,locality-to-stream,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,2,2,-2705,-1820202,true,true,false,GENERIC_CHECKPOINT
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,2,2,-2705,-1820202,true,true,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,65,57265,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,-1,-1,619,511789,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,-1,-1,2821,2299657,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,2,2,-2770,-1702416,true,true,false,GENERIC_MEMOIZATION
8,PHASE_SHIFT,locality-to-stream,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,2,2,-2705,-1586196,true,true,false,GENERIC_CHECKPOINT
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,2,2,-2705,-1586196,true,true,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,-1,-1,65,116220,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,619,624257,false,false,false,GENERIC_OR_UNATTRIBUTED
8,PHASE_SHIFT,locality-to-stream,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,2615,2601680,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,11,9636,false,false,false,GENERIC_MEMOIZATION
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,-1,-1,13,10512,false,false,false,GENERIC_CHECKPOINT
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,-1,-1,13,10512,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,2,876,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,-1,-1,11,19382,false,false,false,GENERIC_MEMOIZATION
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,-1,-1,13,21144,false,false,false,GENERIC_CHECKPOINT
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,-1,-1,13,21144,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,2,1762,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,-1,-1,11,39336,false,false,false,GENERIC_MEMOIZATION
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,-1,-1,13,42912,false,false,false,GENERIC_CHECKPOINT
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,-1,-1,13,42912,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,-1,-1,2,3576,false,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,64,56064,false,false,false,GENERIC_MEMOIZATION
8,RADIX_V2,ctz-isolated,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,1,0,-1,-1,128,84096,false,false,false,GENERIC_CHECKPOINT
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,1,0,-1,-1,128,84096,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,1,0,-1,-1,64,28032,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,1,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,1,1,-1,-1,722,531658,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,1,4,-1,-1,2768,2032492,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,2,0,-1,-1,64,112768,false,false,false,GENERIC_MEMOIZATION
8,RADIX_V2,ctz-isolated,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,2,0,-1,-1,128,169152,false,false,false,GENERIC_CHECKPOINT
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,2,0,-1,-1,128,169152,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,2,0,-1,-1,64,56384,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,2,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,2,1,-1,-1,722,604310,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,2,4,-1,-1,2768,2269940,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,4,0,-1,-1,64,228864,false,false,false,GENERIC_MEMOIZATION
8,RADIX_V2,ctz-isolated,BIN_FRONTIER_NOPROP_K,BIN_DIRECT_BEST,4,0,-1,-1,128,343296,false,false,false,GENERIC_CHECKPOINT
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_DIRECT_BEST,4,0,-1,-1,128,343296,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_CONTENT_ANSWER_LRU_K,4,0,-1,-1,64,114432,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_PROP_K,BIN_FRONTIER_NOPROP_K,4,0,0,0,0,0,true,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B1_K,BIN_PRIME_FRONTIER_PROP_K,4,1,-1,-1,722,753058,false,false,false,GENERIC_OR_UNATTRIBUTED
8,RADIX_V2,ctz-isolated,BIN_PRIME_FRONTIER_SPEC_B4_K,BIN_PRIME_FRONTIER_PROP_K,4,4,-1,-1,2768,2756092,false,false,false,GENERIC_OR_UNATTRIBUTED
8,HOSTILE_SLOT_THRASH,four-slots,BIN_CONTENT_ANSWER_LRU_K,BIN_DIRECT_BEST,1,0,-1,-1,64,56064,false,false,false,GENERIC_MEMOIZATION
